id,word_id,word,sentence,ko_translation
0199de3f-d540-70d4-47e7-aeb4773abd04,01992797-02ef-70a8-af74-34abbcab25b8,trade,They trade goods.,그들은 물건을 거래해요.
0199de3f-d668-70c1-dd0c-a5168246d866,01992798-a6a3-70e4-e6d3-6ca4f0c302bf,browser,Open it in your browser.,브라우저에서 열어 보세요.
0199de3f-d712-7034-ff60-e351edac98f4,0199277e-fb60-7093-f922-c15f9ae7b2c7,am,I am happy.,나는 행복해.
0199de3f-d74b-70fa-0940-24f766184926,01992796-0e5c-7070-ab08-28b1fde06763,lady,The lady smiled at me.,숙녀가 나에게 미소를 지었어요.
0199de3f-d7eb-70ba-c3a2-e17ed6b3fcd6,0199277f-6521-70d2-bf46-20cfadf3baca,net,The fish is in the net.,물고기가 그물에 걸렸다.
0199de3f-d852-70f8-0841-2f283aaaa642,01992797-43b2-707f-ff82-8c3771907dc1,button,Press the red button.,빨간 버튼을 누르세요.
0199de3f-d91e-703f-46a4-6301dd4ff4d9,0199277f-8594-709a-86d3-8d4ac910f69d,set,I set the table.,식탁을 차렸어요.
0199de3f-da67-7077-6490-a486b0df4ce1,01992796-b952-7060-1137-deb3e45a1a72,might,It might rain today.,오늘 비가 올지도 몰라.
0199de3f-db51-701f-e004-7640e2a79e21,01992780-9bb6-709c-a979-6280583c23fe,file,Open the file.,파일을 열어 보세요.
0199de3f-dbf8-709e-5bee-951edae8f924,01992797-674a-703a-4cce-2240db8815d5,dialog,The dialog was funny.,대화가 재밌었습니다.
0199de3f-dc33-70cc-906e-7709cad6d296,0199279a-8fe9-708b-fb48-777c07af58ad,bookmark,I made a bookmark.,나는 북마크를 만들었습니다.
0199de3f-ddbb-70ca-73e0-0889954dc2e5,01992796-28e1-70d2-542e-ec1295b2bea0,rate,The rate is low.,가격이 낮았어.
0199de3f-de9a-70ea-57f5-c5fb97055494,0199279f-4cb1-7067-536a-193ff0f4f7f5,government,The government made a new law.,정부에서 새 법을 만들었어요.
0199de3f-e010-7060-2ec4-4d3319e3281e,01992796-3c63-7028-70b7-45353a82ddcc,used,This is a used car.,이것은 중고차입니다.
0199de3f-e044-701d-38c0-1b47138c81e3,01992796-3bf5-70da-561e-96931fe312b2,upon,"Once upon a time, there was a king.",옛날 옛적에 왕이 있었어요.
0199de3f-e0df-70aa-424e-c0d9fa58cbf0,01992796-c471-700d-67da-11c4a4e79948,offer,They offer free coffee.,커피는 공짜로 주네.
0199de3f-e118-704f-bbbd-7d3cb7df356f,019936cc-beca-70a7-64ff-cf0eda17e73e,shit,"Oh shit, I dropped it!","젠장, 떨어뜨렸어!"
0199de3f-e14a-708d-7295-911aceb82fc5,0199279a-ed8d-70e0-3f9c-4fb9ae3d260a,download,Please download the app.,앱을 다운로드하세요.
0199de3f-e253-70ac-838a-2a34880eac32,0199277f-5fc8-70cd-4907-4a5ae7769999,men,The men are talking.,남자들이 이야기하고 있어.
0199de3f-e284-70f5-3631-510423a2bfd9,0199277f-1c57-70b5-a30e-5fb0528ece5e,bit,"Wait a bit, please.",잠시만 기다려 주세요.
0199de3f-e430-708b-b3df-43b1ad4d7d8c,01992796-e922-702b-cb74-e41ad7e4ef01,since,I’ve lived here since 2010.,2010년부터 여기 살았어요.
0199de3f-e466-7043-ab8f-c942efe7b8e0,01992799-6813-705f-080f-32ce70c99aa8,manager,The manager is very kind.,매니저는 매우 친절해.
0199de3f-e4d4-70ab-8aae-ccf256d93c9f,01992797-09b1-70fe-4c82-a5b495cf4c10,using,She is using my phone.,그녀는 내 휴대폰을 사용하고 있어.
0199de3f-e51b-706a-37d2-79e50e96c722,0199279b-062f-7082-cd7d-0bc09ed65526,expected,The movie was better than expected.,영화는 예상보다 훨씬 좋았어.
0199de3f-e5c6-70b1-f5b8-b9762144f1ea,01992796-68ab-70c2-fca6-4b84b5fccf15,crash,The car crash was scary.,교통사고는 무서웠습니다.
0199de3f-e69f-70c6-2568-98c305d0029c,0199279a-1a70-7006-cae1-05784b0c5fb7,thought,I thought it was true.,사실인 줄 알았어요.
0199de3f-e7f6-7021-6bb4-43353f9f5cef,01992796-63cc-7060-a92c-e3edf5063f28,click,Click the blue button.,파란색 버튼을 클릭하세요.
0199de3f-e8be-709e-5f02-efa36307fbd3,01992798-d8ee-70d2-905b-196dd5e2edf9,current,The current price is high.,현재 가격이 높습니다.
0199de3f-e923-70f8-8bd1-72ca9baa8391,01992796-11db-705b-3c1b-d3cf9372802c,link,Send me the link.,링크를 보내줘.
0199de3f-e99b-70d1-ca81-2742d667845d,0199277f-8ea5-7032-3ea0-672173dbf123,tax,You must pay tax.,세금을 내야 해요.
0199de3f-ea47-7081-15e9-4dc5f67e9264,01992798-0629-70c4-4c2e-02807cec2909,rather,I’d rather stay home.,집에 있는 게 낫겠어.
0199de3f-eac3-70ee-cb2c-7ef03745b3b0,0199279f-ee5f-7003-a42f-fe6c1f585bc1,production,The film production took months.,영화 제작에 몇 달이 걸렸어.
0199de3f-eb31-7032-944b-bfda058ba8a6,01992780-3d06-7020-c167-bf896e8d78af,days,I will wait for three days.,3일 동안 기다리겠습니다.
0199de3f-ec30-7031-accb-f462102ba5b8,0199279c-85df-707d-cc86-3887fc57bfb9,agreement,We made an agreement.,우리는 약속을 했습니다.
0199de3f-ec65-70ac-3506-7f698f922c29,01992796-84dd-7030-2f58-2dd9b80b1132,found,I found my key.,열쇠를 찾았어요.
0199de3f-ec9b-7048-f0d6-5e5590cf5f6d,01992798-7901-7039-8b0d-a1fe1261af4a,already,She has already gone home.,그녀는 이미 집에 갔습니다.
0199de3f-ed12-707e-0086-9f8ad38213d8,0199277f-a0ba-70fc-4c8a-ce6aa7072dcb,yet,I haven’t eaten yet.,아직 밥도 안 먹었어.
0199de3f-ed7a-7031-6051-734b22c88336,01992796-2c0e-7030-f846-77842c521678,rose,She gave me a rose.,그녀가 내게 장미를 줬어.
0199de3f-ee22-7021-76e9-2c22275f66e0,01992796-dfca-7014-67c6-aa020b33ddb9,sales,Sales are going up.,매출이 늘고 있어.
0199de3f-ee4f-702d-44cc-31903e85e1d5,01992798-42a9-70dc-e2d9-96632dbb1f6d,things,Put your things here.,여기에 짐을 넣으세요.
0199de3f-ee83-7087-231c-235e6bfeb48a,0199279b-4f2e-7028-47ec-c822543d3861,increase,Prices increase every year.,물가는 매년 오르고 있어요.
0199de3f-eeb2-7099-5e0d-269782c65865,01992796-387f-7062-e864-3af92df64784,thou,'How art thou?' is old English.,'How art thou?'는 고대 영어야.
0199de3f-ef2a-709f-58dd-47cc28668568,01992798-4330-7042-a77c-77e2046d1628,though,"It’s cold, though it’s sunny.",춥지만 화창해요.
0199de3f-ef65-7078-2039-c0121c5557b3,01992799-1a5d-7001-ac58-b78c9854dd53,foreign,She can speak two foreign languages.,그녀는 두 가지 외국어를 할 수 있어요.
0199de3f-efd6-7075-8745-c405ccf04cac,01992797-0235-70c6-2d8e-3f9118c49083,total,The total is ten dollars.,총액은 10달러예요.
0199de3f-f075-70af-c3c5-8e77a9e9911d,01992798-4d19-70dc-3a92-2a1d140e0906,trying,I’m trying my best.,최선을 다하고 있어요.
0199de3f-f11d-70d2-2a5a-43458efa392f,019936a1-b284-7071-cfba-36e0bc101950,fucking,That’s fucking amazing!,정말 대단해!
0199de3f-f193-703e-ada5-320dac33fc53,0199277f-9e91-706c-2163-8c933d79a5cf,won,She won the race.,그녀가 경주에서 이겼어.
0199de3f-f1ff-70d6-997d-a5c1d9fa59d0,01992796-7aa7-70af-98ec-d46168e749bb,error,There was an error in the file.,파일에 오류가 있었습니다.
0199de3f-f249-7003-a019-9ecb1f38bd09,01992798-e163-701a-98a9-85a1950868f1,default,The app uses the default setting.,앱이 기본 설정을 사용합니다.
0199de3f-f2bf-7004-0d34-dfbe1a4a25db,01992796-2b61-7047-83b9-16430f815834,rise,The sun will rise soon.,곧 해가 뜰 거야.
0199de3f-f33c-70ab-1f9a-a56d31b0dd41,01992798-1b14-707c-72c5-8445cc2f8a22,search,I will search for it online.,온라인으로 검색해 볼게요.
0199de3f-f3f9-7069-8a77-b524957fbb2d,01992796-10b9-70a6-3825-13ef7374ea37,less,I have less time today.,오늘은 시간이 부족해.
0199de3f-f42a-70af-e362-4226f76204f0,01992796-f47f-704c-26dd-e0c94d26d7c4,state,New York is a state.,뉴욕은 주예요.
0199de3f-f473-70a5-6b27-8113dc12c6aa,01992796-d648-70e8-5907-1968bf824eff,rates,The rates are high.,가격이 높았어.
0199de3f-f546-7035-eaf2-fc177f369135,0199279a-4910-70e5-4ccf-285d5698f915,windows,Close all the windows.,창문을 모두 닫아.
0199de3f-f622-709b-bee6-45a6703ee8cd,01992796-ac5a-705d-d71d-0adc305a35fa,least,At least you tried.,적어도 노력은 했잖아.
0199de3f-f653-704b-0f69-e33251031a79,01992799-8c3e-7050-c4e4-29212b74c57c,opening,The store’s opening was yesterday.,가게 오픈은 어제였어.
0199de3f-f681-7011-e959-040c2dbf36d1,0199277f-838f-70c8-9078-a8e0696eeb4e,saw,I saw a bird.,새를 봤어요.
0199de3f-f6ed-70e9-18bb-60b04f7d8625,01992798-3b75-703f-7798-910e94bced70,system,The system is down.,시스템이 다운됐어요.
0199de3f-f75f-701b-5766-f7a34986c237,01992796-b48e-70be-61ad-3b21f6692fae,major,She is a music major.,그녀는 음악 전공이야.
0199de3f-f7d8-70cb-9ba8-775a5fccdff9,01992796-6172-7053-9800-3816caae0820,chick,The chick is yellow.,병아리는 노란색입니다.
0199de3f-f87c-7075-73e0-068171b227b0,01992797-0257-70d1-699b-ce349a652eb9,touch,Don’t touch that.,건드리지 마세요.
0199de3f-f8ac-70fa-d332-81ef29008495,01992780-92aa-7084-ef22-def017a3ecb3,fell,He fell down the stairs.,그는 계단에서 넘어졌다.
0199de3f-f8df-705d-1245-25e81acbaaf3,0199277f-92f7-70ed-21e0-ff5bcbe51bd5,top,The cat is on top.,고양이가 위에 있어요.
0199de3f-f914-70bf-e230-48d9687b3183,0199277f-2f2e-70ed-9c45-87d38c42a575,due,The report is due today.,오늘 보고서를 제출해야 합니다.
0199de3f-f9b6-7080-5527-c565ab2acf8d,01992799-493b-70bd-08f0-9a3332625583,instead,Let’s walk instead of driving.,운전 대신 걸어가자.
0199de3f-f9f4-7057-0c35-e7e4bf0e0b0c,01992797-9860-7007-cce8-23f76b34c12d,growth,The company shows fast growth.,회사가 빠르게 성장하고 있어요.
0199de3f-fa60-70ab-4249-a6660d0f2487,019936a2-1312-7008-db33-6c8451093b0d,fuck,"Oh fuck, I forgot!","젠장, 깜빡했어!"
0199de3f-fa97-7037-7fd7-b70d1e6ecdb9,01992796-3077-7001-93db-9142993952ee,side,Sit by my side.,제 옆에 앉아요.
0199de3f-faff-7090-3c7e-bf420f856a87,01992798-f802-709f-6006-fdde614a51b9,earlier,I came earlier than you.,나는 너보다 일찍 왔다.
0199de3f-fb2f-7065-63c3-a3e9a57f8c41,0199279a-4b45-703a-14b5-4d640e1a5767,working,I’m working now.,지금 일하고 있어.
0199de3f-fb63-709f-58da-3ea890d680fd,01992780-5e6f-70d6-40bf-f9a3426328a3,drop,Don’t drop the glass.,유리잔 떨어뜨리지 마.
0199de3f-fb96-7071-3ee6-c31f513b324a,01992797-84a3-7038-87fc-56bcaa1e99a3,folder,Save it in this folder.,이 폴더에 보관해.
0199de3f-fbc9-70de-77b8-36e5d8892728,0199277f-6734-7036-44b1-a93d3551faec,non,This is a non-smoking area.,여기는 금연 구역이야.
0199de3f-fcab-703b-769d-b09bf6fe1367,01992798-1851-70c1-feb4-8992418d005a,saying,She kept saying sorry.,그녀는 계속 미안하다고 했어.
0199de3f-fd1d-70e4-20f3-600705040717,01992796-310a-7081-8d3e-8f13b2413236,site,Visit our website.,웹사이트를 방문해.
0199de3f-fd88-70c8-fa8d-d171c27507c3,01992780-555f-707a-627e-4e0f60b567e5,done,I’m done with my work.,일 다 끝났어.
0199de3f-fdb9-70bc-61b1-528abd122583,01992796-566b-70a4-b7aa-2bdbc54a22ce,board,Write your name on the board.,보드에 이름 써.
0199de3f-fdec-701f-12fd-bcb760bd8e91,01992797-2152-70d6-8d40-993c643e0b7d,almost,I’m almost ready.,거의 다 됐어.
0199de3f-feab-70b0-6a03-d210dc1aef5f,0199279b-9da9-70de-6047-417070e115c8,official,It’s an official document.,공식 문서야.
0199de3f-ff09-7010-30c3-40f50c5eb364,01992796-8c94-707b-6eb7-4b51b38fb2ce,given,"Given the weather, we stayed home.",날씨 때문에 집에 있었어.
0199de3f-ffa6-70f7-c1e0-20ff9d159094,01992799-6299-70d6-c556-5ed81e0de659,looking,I’m looking for my bag.,가방 찾는 중이야.
0199de40-004a-70c7-e628-17fa9d24dfef,0199279b-0423-70e8-dfa1-8bd587272c69,exchange,Let’s exchange phone numbers.,전화번호 교환하자.
0199de40-011b-7018-1a3d-e1b0cef55ffc,01992796-7fe0-7009-e665-48373b86ea01,field,He works in the medical field.,그는 의료계에서 일한다.
0199de40-017f-70b0-64e7-57fdedaa8ec7,01992796-9835-7031-f122-dadbb90e1b5c,heard,I heard a strange sound.,이상한 소리가 들렸다.
0199de40-01f1-7086-b3ed-8bf1128871a1,01992799-1fa6-701d-aafd-f1c1f2777f16,further,We need further discussion.,좀 더 논의해야겠다.
0199de40-0257-7069-5c90-bbf9ae785232,01992797-0039-703f-993f-727d1a0bea72,times,I watched it many times.,여러 번 봤다.
0199de40-02d8-7028-41ce-43e4adb47f5e,01992796-0890-7035-c951-382820286a9b,icon,Click the icon to open it.,아이콘을 클릭해서 열어봐.
0199de40-03b3-70a4-fc01-11516608fac9,01992798-b90a-7048-672d-a9caf56e450e,certain,I’m certain about that.,확신한다.
0199de40-0493-7003-26b4-13441cc16fe9,01992797-cb64-70cf-38ab-ae66f79f3737,making,She is making cookies.,그녀는 쿠키를 만들고 있다.
0199de40-0512-7021-35a7-a54363248d55,01992796-5f6f-701f-abfb-e79224ff8ecd,cause,Smoking can cause cancer.,흡연은 암을 유발할 수 있다.
0199de40-0552-7003-114e-52b18170af1a,0199277f-00c8-7061-dd2d-49eab6cee81e,ha,Ha! That’s funny.,하! 웃기네.
0199de40-0586-7078-09c4-b953744a199d,01992796-2da0-703f-da84-089df8042ac7,sale,The store has a big sale.,매장에서 대박 세일을 한다.
0199de40-0644-70c9-42ee-df9446a155c5,01992799-b0b8-703a-eef8-0e5da730f849,program,I joined the new program.,나는 새로운 프로그램에 가입했다.
0199de40-0675-70dc-fc5a-d00093dd9b70,0199279b-507d-7046-a66e-33b6f5a96f30,industry,The tech industry is growing.,기술 산업이 성장하고 있다.
0199de40-06a8-705e-8684-028181ff7961,0199279a-f488-70f8-d645-d96e9ab7c8c4,economic,The country has economic problems.,나라에 경제 문제가 있다.
0199de40-06d7-707b-46eb-c72152361be3,01992797-1e8e-70a2-714e-362105b57c4b,agreed,We all agreed on the plan.,우리 모두 그 계획에 동의했다.
0199de40-0745-70e5-922c-263bb4d40bb9,01992797-129a-70de-2004-b57f5d5388b0,whole,I ate the whole cake.,나는 케이크를 다 먹었다.
0199de40-07b4-7010-bd82-541c938d077c,01992797-e883-70a0-4c9e-332214feb8a2,opened,She opened the window.,그녀는 창문을 열었다.
0199de40-07e2-7059-4758-e779a9e37294,01992798-6786-7007-8999-6323883fa26d,within,Finish it within an hour.,한 시간 안에 다 먹어치운다.
0199de40-0819-708c-0267-febfc498ab91,01992780-04be-70a2-9f33-210fe95e1b70,cash,I paid in cash.,나는 현금으로 지불했다.
0199de40-08a7-70dc-15d5-e90d8a8910b8,01992780-82e2-70c1-07e3-5a1769c8ad07,eyes,My eyes are blue.,내 눈은 파랗다.
0199de40-0924-70b6-d610-cbc88a59229c,0199279f-bf61-703f-7385-3ea688b4ef8d,operations,The company runs three operations.,회사는 세 개의 사업장을 운영한다.
0199de40-0968-70aa-7b6c-ac1772f36b3c,01992796-9fa4-703d-3e7c-b61a6093bf04,image,I like this image.,이 이미지가 마음에 든다.
0199de40-0997-70ee-f2f2-e5a17772d6d8,01992797-e8ea-70d9-b501-e883d7a9cbfc,option,That’s a good option.,좋은 선택이다.
0199de40-09d5-70b4-00e2-6b7300a5392e,01992796-50d1-7031-a39b-1dc47d274afd,based,The movie is based on a true story.,이 영화는 실화를 바탕으로 했다.
0199de40-0a05-703b-9d62-143fff3f3e7a,01992796-3de3-705a-8caf-cae312b13e25,view,The view is beautiful.,경치가 아름답다.
0199de40-0a35-70aa-e475-a0c0df1ffb8b,0199279e-3f4a-70af-1c81-3170a1d239a8,spokesman,The spokesman gave a statement.,대변인이 성명을 발표했다.
0199de40-0a5d-70c7-43fc-21b31b6fdbf8,01992780-3d81-70c0-8f8a-068071b430d4,dead,The phone battery is dead.,휴대전화 배터리가 방전되었다.
0199de40-0ae1-707b-09bd-96b7d3f861fe,01992798-ec98-7032-e2d5-8519ef60154b,display,The store has a big display.,매장에 큰 진열대가 있다.
0199de40-0b14-70d2-2235-a390e9db8e35,01992797-0ac0-7043-6739-e9e1adbeaf30,value,I value your opinion.,당신의 의견을 소중히 여긴다.
0199de40-0b42-7060-4126-fa7043ff350c,0199279a-f3b8-7056-8491-47b4ad475bf2,earnings,His earnings increased this year.,그의 수입은 올해 증가했다.
0199de40-0c53-709a-8cf1-0f7b38a79d1b,01992797-a0d5-700e-0f24-883c963a6239,higher,The plane flew higher and higher.,비행기는 점점 더 높이 날아올랐다.
0199de40-0c86-70b2-28b5-1138e3c944fb,01992796-fe4a-7016-236f-c38344cc3190,theme,The theme is friendship.,주제는 우정이다.
0199de40-0cb9-701a-928b-016802d217fc,0199279a-0c55-708b-6d80-3aa17774ddf7,support,Thank you for your support.,응원해 주셔서 감사합니다.
0199de40-0d3f-70bc-62b4-5ebb8e953e7b,01992796-c080-7002-23a9-e685e6eef501,needs,Everyone has different needs.,사람마다 필요한 게 다르다.
0199de40-0e07-7052-1988-5e3c13ad27be,01992796-b20c-70a8-7037-c22678e924f8,lower,Please lower your voice.,목소리를 낮춰 주세요.
0199de40-0e99-7027-a2b7-ad3b20f154d2,01992797-7af8-7091-9c59-eb8cfa4054e2,export,They export cars to Japan.,일본에 자동차를 수출하고 있다.
0199de40-0ecc-701f-2765-86709cbcda0d,0199277f-85f2-70ee-054f-7f8b3e942911,sex,They talked about sex education.,성교육에 대해 이야기하고 있다.
0199de40-0fa4-70e1-19da-f7477fa4b9b2,0199277f-163f-70ba-f59b-29fb6f3bd88a,ass,Get your ass up!,엉덩이를 치켜들고!
0199de40-10f8-70e5-3146-ce32913f8bf7,01992796-2e41-70c2-d5e2-eaede5b1c7cf,save,Save your work before closing.,마감하기 전에 작업 내용을 저장하세요.
0199de40-112b-7034-210a-cde40c92b4d1,0199277f-2e6c-707e-800a-b361cad1b824,dry,My hands are dry.,손이 말라 있다.
0199de40-1195-7084-c85c-732e8c32561a,01992796-3015-7071-dcf8-467782273bb3,ship,The ship is on the sea.,배가 바다에 있다.
0199de40-1208-705e-a211-70fc9b1597b5,0199279b-e979-701d-802b-5733f9446c50,reported,She reported the news.,그녀가 뉴스를 보도했다.
0199de40-12a9-703f-3757-104a437272e4,01992797-3ff2-703f-15ac-1c8b64516a1e,broken,The glass is broken.,유리가 깨졌다.
0199de40-12d6-701f-ef4f-beccc05c8fb6,01992786-1c0e-7056-6c1b-41f70f65cfda,held,He held her hand.,그는 그녀의 손을 잡았다.
0199de40-130c-70e2-4acc-1e319e83b500,01992796-ad3f-7012-1a4e-3729284c0842,level,The water level is low.,수위가 낮다.
0199de40-1339-70e1-6762-b25596efeac4,01992798-07dc-709b-6218-5252a74a80a2,record,I broke the school record.,학교 기록을 깼다.
0199de40-14b8-7080-3baa-a021c7823480,01992799-2525-7080-6061-c5b53c0c8884,getting,I’m getting hungry.,배가 고파진다.
0199de40-14ec-70e5-f727-dddebd19481d,01992796-5025-7036-c845-044345900051,banks,Two banks are near my house.,집 근처에 은행 두 곳이 있다.
0199de40-15c5-70bc-876f-99ae9f0e6aea,01992797-fe81-70af-a73a-2a263fc93094,public,He spoke in public.,그는 공개적으로 말했다.
0199de40-1659-7015-64b5-5db46cffbaa5,01992798-078e-70a1-e79e-64184c342311,recent,It’s a recent photo.,최근 사진이다.
0199de40-1693-700b-494c-a44e9b1fc993,01992797-f8e0-70b1-ad51-8fd99148b6b5,policy,That’s company policy.,회사 정책이다.
0199de40-16c2-7081-cf88-3c922a1901bb,01992796-49e9-7050-509d-25dfef0f7d47,among,The ball is among the toys.,공은 장난감 사이에 있다.
0199de40-16ff-70a3-0017-72f574649bdc,01992799-e58f-7041-8f0a-8681f23945b1,several,I read several books.,책을 여러 권 읽었다.
0199de40-172d-707b-d1a6-cd0ede2d47df,0199279b-6ee2-7054-455f-0b1b68b45073,location,This is a good location.,여기가 좋은 위치다.
0199de40-180e-70a6-94f0-f808402705a6,01992796-127c-70b0-8797-5c0816556602,load,Please load the boxes.,상자를 채워주세요.
0199de40-1847-702e-f53f-5d155156bba7,01992796-3126-7087-dcb9-06f3b098e6b9,size,What’s your shoe size?,신발 사이즈는 어떻게 되세요?
0199de40-18d5-7005-0c2e-c03ae3bf111c,01992781-09b2-705e-2291-718239964494,gain,He gained weight.,그는 살이 쪘다.
0199de40-193f-7058-65f3-90f723cb9070,01992798-8c9c-7023-08bd-9cd34d094643,balance,Keep your balance!,균형을 잘 잡으세요!
0199de40-19e5-70bc-b246-4ba350a6509d,0199279b-ce5d-7078-d7ce-811b05c6d1c6,previous,I liked the previous design.,이전 디자인이 마음에 들었다.
0199de40-1a21-7024-dde4-dfb0d109b87d,01992796-79a6-7081-e0dd-b3e6664c4d9b,ended,The show ended late.,드라마가 늦게 끝났다.
0199de40-1ac5-7067-247f-10d4f651b597,0199279c-ce3d-70c5-c488-5a2ac3545cd1,character,My favorite character is Spider-Man.,내가 가장 좋아하는 캐릭터는 스파이더맨이다.
0199de40-1b60-7096-407c-acea9012ab1f,01992799-9db0-7020-523b-324add74acff,perhaps,Perhaps he is right.,아마 그의 말이 맞을 거야.
0199de40-1b93-709a-a87b-6eb7484580b4,01992797-c721-70d7-40bd-ef7375f053cf,longer,This road is longer than that one.,이 길은 저 길보다 더 길다.
0199de40-1bc6-7004-f7c9-08ceee3b5f2c,01992796-1399-70a2-f7ee-c302c3c89fc3,lost,She lost her phone.,그녀는 휴대전화를 잃어버렸다.
0199de40-1c2b-70e4-e5cc-4f26d0a2b7b0,01992796-3817-70ce-e612-ac25b725957c,term,It’s a common term in English.,영어에서 흔히 쓰는 표현이다.
0199de40-1c58-704b-6827-8a3f9f5df7ba,0199bf5b-f319-701b-a0cf-296477296a94,firebird,The Firebird is a famous ballet by Stravinsky.,불새는 스트라빈스키의 유명한 발레곡이다.
0199de40-1c95-70be-8974-a8eead99f4fc,0199277f-a063-70f4-af90-c31e503518db,yen,The yen is Japan’s currency.,엔화는 일본의 통화다.
0199de40-1cd9-700e-557e-7ae50e97cb2f,01992796-aecc-70b2-fee0-665ea625c56e,links,She shared three links.,그녀는 세 개의 링크를 공유했다.
0199de40-1d0e-708e-386d-7a1d25607320,0199279f-79e9-70eb-3030-5e4a57d72c57,investment,My father made a big investment.,아버지는 큰 투자를 하셨다.
0199de40-1d7c-70cc-638d-95469e43788f,01992797-72af-7094-0a78-38b3d615e84a,either,I don’t like it either.,나도 별로 좋아하지 않는다.
0199de40-1dec-7003-8489-220ee345b0a2,01992798-60b2-70eb-48a5-62fcc8f3672d,wanted,He wanted a new phone.,아버지는 새 휴대전화를 원하셨다.
0199de40-1ea6-7018-a904-186edf0fb147,0199279d-34c6-70ae-4a68-2996727b0fdd,extension,Can I get a phone extension?,내선번호 좀 알 수 있을까요?
0199de40-1ed4-7053-c9f4-6c3ff81999af,01992780-3f4a-7012-845f-4d68206ab033,debt,He is trying to pay his debt.,그는 빚을 갚으려고 노력하고 있습니다.
0199de40-1f1a-70a3-20b7-35e6e0aec5d0,01992796-96ab-70b2-db33-7094963544b5,hands,Wash your hands.,손을 씻으세요.
0199de40-1f9b-700a-29b0-f5bccac269cb,019936a0-cbee-70c1-67c4-9dc70ded7998,url,Please send me the URL.,URL을 보내주세요.
0199de40-20bd-700c-6d01-bdae2fe4e6d3,01992780-0476-704f-5ee6-674f59cefc85,case,This is a simple case.,간단한 사례입니다.
0199de40-20e8-706c-a6f8-e9a684a29c29,01992797-11a9-7034-f11a-af2091779fb6,wheat,Bread is made from wheat.,빵은 밀로 만들어집니다.
0199de40-2114-70f8-5eef-9107732870b7,0199279c-a07e-70a6-4a81-a9cbfd8ecf64,available,The room is available now.,지금 방을 사용할 수 있습니다.
